,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
385,jalingo,58,NG,1587235816,30,8.88,11.37,93.49,5.7
386,cidreira,3,BR,1587235504,65,-30.18,-50.21,71.73,10.78
387,garowe,49,SO,1587235816,56,8.41,48.48,81.55,16.53
388,yeniseysk,88,RU,1587235816,86,58.45,92.17,34.45,7.52
389,lata,68,PT,1587235324,69,40.16,-8.33,63.0,4.0
390,sturgeon bay,75,US,1587235816,48,40.38,-80.21,48.0,9.17
391,biltine,1,TD,1587235817,10,14.53,20.92,86.45,9.04
392,tyrma,49,RU,1587235817,60,50.08,132.17,40.21,3.22
393,husavik,90,IS,1587235497,57,66.04,-17.34,50.0,49.44
394,ahipara,65,NZ,1587235534,84,-35.17,173.17,63.79,10.96
395,mabaruma,51,GY,1587235817,57,8.2,-59.78,86.74,7.72
396,tual,100,ID,1587235817,76,-5.67,132.75,83.93,7.76
397,tikhvin,100,RU,1587235817,94,59.65,33.53,34.25,5.64
398,bagdarin,97,RU,1587235520,86,54.43,113.6,18.16,3.94
399,chaihe,0,CN,1587235818,63,44.77,129.7,43.36,2.3
400,port lincoln,99,CD,1587235818,58,-7.03,29.76,74.89,3.44
401,artyom,75,AZ,1587235521,93,40.47,50.33,48.2,11.41
402,calvia,84,ES,1587235818,73,39.57,2.51,69.8,10.29
403,porto tolle,40,PT,1587235653,87,41.15,-8.61,62.01,9.17
404,tyulgan,94,RU,1587235818,78,52.34,56.17,39.56,7.54
405,bilibino,13,RU,1587235818,81,68.05,166.44,-8.21,5.03
406,oksfjord,98,NO,1587235818,79,70.24,22.35,37.0,9.19
407,banda aceh,4,IN,1587235819,19,25.48,80.33,90.54,11.59
408,huntington,90,US,1587235819,56,38.42,-82.45,48.0,4.09
409,wadi musa,84,IN,1587235819,22,17.07,76.98,91.17,3.85
410,boguchany,49,RU,1587235819,93,58.38,97.45,25.88,4.36
411,puertollano,79,ES,1587235819,62,38.69,-4.11,68.0,1.01
412,geraldton,75,AU,1587235463,88,-28.77,114.6,66.2,6.93
413,gunnedah,1,AU,1587235819,100,-30.98,150.25,39.2,1.7
414,skelleftea,1,SE,1587235724,64,64.75,20.95,37.99,3.36
415,champerico,20,GT,1587235350,39,14.3,-91.92,95.0,4.7
416,goundam,76,ML,1587235820,7,16.41,-3.67,104.43,9.89
417,birjand,20,IR,1587235525,71,32.87,59.22,53.6,11.41
418,lubango,92,AO,1587235820,51,-14.92,13.49,61.74,3.74
419,alfonsine,100,IT,1587235820,77,44.51,12.06,62.6,3.36
420,oussouye,56,SN,1587235820,61,12.48,-16.55,89.6,16.11
421,luau,95,AO,1587235821,66,-10.71,22.22,68.76,1.23
422,talcahuano,75,CL,1587235718,68,-36.72,-73.12,69.8,3.36
423,loa janan,90,US,1587235766,50,38.4,-111.64,51.01,10.0
424,kindu,92,CD,1587235821,73,-2.95,25.95,74.12,1.57
425,koboko,96,UG,1587235821,68,3.41,30.96,65.07,2.75
426,barsi,67,IN,1587235821,30,18.23,75.7,88.97,13.22
427,goedereede,74,NL,1587235821,92,51.82,3.98,51.01,13.15
428,mugur-aksy,59,RU,1587235821,44,50.35,90.5,28.69,3.18
429,maniitsoq,100,GL,1587235522,92,65.42,-52.9,26.26,15.41
430,formosa do rio preto,0,AR,1587235822,37,-26.18,-58.18,84.2,4.7
431,antalaha,92,MG,1587235797,82,-14.9,50.28,76.64,9.33
432,tutoia,40,BR,1587235822,74,-2.76,-42.27,86.0,6.93
433,qesarya,20,IL,1587235822,77,32.52,34.9,68.0,5.82
434,newport,93,GB,1587235254,94,51.59,-3.0,50.0,10.2
435,beyneu,78,KZ,1587235822,36,45.32,55.2,65.48,6.11
436,lunglei,80,IN,1587235823,82,22.88,92.73,66.13,3.29
437,payo,95,ID,1587235531,89,-3.75,103.64,74.84,2.24
438,waipawa,9,NZ,1587235331,59,-41.41,175.52,60.8,13.87
439,schwarzenberg,80,DE,1587235823,73,50.55,12.78,57.99,3.0
440,khandyga,15,RU,1587235823,87,62.67,135.6,-4.92,2.55
441,tongzi,0,CN,1587235823,76,28.78,105.09,62.29,0.29
442,purpe,100,RU,1587235823,70,64.48,76.69,39.0,22.97
443,seoul,40,KR,1587235324,81,37.57,126.98,51.8,0.94
444,iisalmi,81,FI,1587235824,88,63.56,27.19,35.6,10.29
445,nyurba,69,RU,1587235824,93,63.28,118.33,6.75,4.54
446,buta,60,CD,1587235317,79,2.79,24.73,73.49,1.95
447,mao,20,ES,1587235544,88,39.89,4.27,64.4,8.05
448,mount isa,100,GB,1587235540,75,53.66,-1.85,50.0,1.99
449,montrose,90,US,1587235824,24,38.42,-108.27,57.0,11.41
450,jibuti,75,DJ,1587235824,74,11.5,42.5,86.0,4.7
451,kazachinskoye,36,RU,1587235824,88,57.7,93.28,33.44,7.43
452,kailua,1,US,1587235521,54,21.4,-157.74,80.6,10.29
453,naze,90,JP,1587235825,82,28.37,129.48,64.4,4.7
454,kiama,94,AU,1587235825,100,-34.68,150.87,53.01,5.82
455,puebloviejo,20,CO,1587235825,62,10.99,-74.28,98.01,5.82
456,ayr,3,GB,1587235366,58,55.46,-4.63,53.6,12.75
457,pacifica,90,US,1587235541,71,37.61,-122.49,60.01,9.17
458,qasigiannguit,75,GL,1587235825,79,68.82,-51.19,24.8,3.36
459,nabire,99,ID,1587235533,87,-3.37,135.48,76.86,2.48
460,san carlos de bariloche,79,ML,1587235278,11,13.3,-4.9,105.33,4.74
461,morlaix,25,FR,1587235826,87,48.58,-4.0,57.2,4.7
462,formoso do araguaia,76,BR,1587235826,52,-14.95,-46.23,80.22,5.97
463,hervey bay,1,US,1587235549,51,33.5,-93.78,60.8,8.05
464,palma soriano,85,ES,1587235826,73,39.57,2.65,69.8,10.29
465,gat,2,IL,1587235551,74,31.61,34.76,68.0,9.62
466,terney,63,RU,1587235827,68,45.05,136.61,39.07,2.37
467,mikhaylovka,30,RU,1587235827,64,50.06,43.24,41.54,7.11
468,sao filipe,30,IN,1587235501,19,20.51,76.21,89.26,10.18
469,flinders,92,AU,1587235827,83,-34.58,150.86,53.01,1.01
470,puerto escondido,82,ES,1587235827,77,36.59,-6.23,69.01,8.05
471,deputatskiy,0,RU,1587235559,73,69.3,139.9,-15.95,1.83
472,port-gentil,40,GA,1587235543,83,-0.72,8.78,84.2,8.05
473,ancud,75,CL,1587235214,82,-41.87,-73.82,60.8,14.99
474,san mateo del mar,79,ML,1587235828,11,13.3,-4.9,105.33,4.74
475,san cristobal,79,ML,1587235501,11,13.3,-4.9,105.33,4.74
476,oktyabrskoye,97,RU,1587235442,65,43.06,44.74,46.4,8.95
477,nizhniy tsasuchey,100,RU,1587235526,54,45.39,39.24,55.4,8.95
478,mocuba,1,MZ,1587235828,94,-16.84,36.99,71.19,3.89
479,yaan,55,NG,1587235599,55,7.38,8.57,87.3,7.0
480,nagorsk,94,RU,1587235828,91,59.32,50.81,33.84,3.87
481,fillmore,1,US,1587235828,49,43.67,-92.1,59.0,24.16
482,sundargarh,19,IN,1587235829,24,22.12,84.03,86.18,4.74
483,kyra,46,RU,1587235541,54,49.58,111.98,32.41,10.13
484,nuevo progreso,75,US,1587235829,71,33.8,-117.15,60.01,6.35
485,cascais,77,PT,1587235829,79,38.7,-9.42,63.0,12.66
486,libreville,20,GA,1587235581,79,0.39,9.45,84.2,6.93
487,yulara,0,AU,1587235829,42,-25.24,130.99,68.0,6.93
488,awbari,21,LY,1587235829,16,26.59,12.78,87.67,11.9
489,lima,25,PE,1587235704,65,-12.04,-77.03,77.0,5.82
490,zharkent,0,KZ,1587235830,27,44.16,80.0,58.32,2.39
491,umba,83,RU,1587235546,95,66.69,34.34,32.65,11.72
492,skjervoy,100,NO,1587235322,90,70.03,20.97,40.35,16.55
493,dudinka,100,RU,1587235830,74,69.41,86.18,37.4,33.55
494,bandarbeyla,82,SO,1587235830,69,9.49,50.81,81.97,9.86
495,nishihara,1,JP,1587235830,88,26.18,127.76,71.6,6.93
496,okato,49,NZ,1587235830,89,-39.2,173.88,57.0,8.99
497,bhayavadar,0,IN,1587235831,44,21.85,70.25,83.7,12.55
498,chatellerault,62,FR,1587235831,59,46.8,0.53,66.2,3.36
499,rabak,33,SD,1587235831,11,13.18,32.74,88.21,11.81
500,tchibanga,84,GA,1587235812,87,-2.85,11.03,74.86,3.27
501,eaton socon,40,US,1587235831,40,42.6,-84.85,53.6,17.22
502,nome,90,US,1587235333,100,64.5,-165.41,33.8,9.17
503,dera gopipur,100,ET,1587235831,49,8.33,39.32,67.19,0.27
504,ponta pora,75,PT,1587235831,88,38.73,-28.27,64.4,10.29
505,boa viagem,62,CM,1587235831,79,4.43,8.97,80.91,4.7
506,leningradskiy,51,RU,1587235555,89,69.38,178.42,-3.64,7.58
507,moroni,97,KM,1587235832,77,-11.7,43.26,82.54,12.19
508,ucluelet,90,CA,1587235334,87,48.93,-125.55,60.01,6.93
509,jining,100,CN,1587235322,90,35.41,116.58,52.21,5.37
510,grand river south east,40,US,1587235494,23,38.88,-109.5,60.8,8.05
511,kostomuksha,96,RU,1587235832,87,64.57,30.58,32.49,10.31
512,bonavista,69,CA,1587235523,52,48.65,-53.11,37.0,10.0
513,kisaran,72,ID,1587235832,92,2.98,99.62,76.51,3.6
514,bang saphan,68,CM,1587235832,9,9.87,13.98,92.59,3.4
515,boa vista,62,CM,1587235831,79,4.43,8.97,80.91,4.7
516,jinchang,0,CN,1587235833,30,38.5,102.17,47.97,6.15
517,hit,13,IQ,1587235833,24,33.64,42.83,78.75,2.35
518,zarand,99,IR,1587235833,28,30.81,56.56,61.88,3.78
519,mata,94,PT,1587235833,71,40.68,-7.46,62.01,5.01
520,buchen,51,DE,1587235833,62,49.52,9.32,62.01,6.17
521,baeza,74,ES,1587235751,49,37.99,-3.47,72.0,8.88
522,hirado,78,JP,1587235833,89,33.36,129.55,55.0,15.39
523,dharchula,13,IN,1587235833,28,29.85,80.53,57.06,7.85
524,sohag,6,EG,1587235833,27,26.56,31.69,77.0,8.05
525,marienburg,65,PL,1587235834,100,54.04,19.03,39.0,7.56
526,maine-soroa,74,NE,1587235834,10,13.21,12.02,89.67,10.58
527,fukue,85,JP,1587235342,70,32.69,128.84,59.27,13.69
528,carahue,40,CL,1587235834,68,-38.7,-73.17,68.0,10.29
529,isangel,79,VU,1587235393,82,-19.55,169.27,78.85,10.58
530,kalispell,90,US,1587235834,75,48.2,-114.31,45.0,11.41
531,pimentel,61,PE,1587235576,58,-6.84,-79.93,84.2,10.29
532,zyryanka,100,RU,1587235834,92,65.75,150.85,-0.72,19.33
533,swan hill,100,PH,1587235835,86,18.22,121.38,76.1,5.66
534,chornobay,40,UA,1587235835,57,49.67,32.32,43.61,5.44
535,soto la marina,0,AR,1587235346,36,-32.81,-61.4,82.99,13.87
536,ngunguru,62,NZ,1587235835,98,-35.62,174.5,59.0,11.79
537,shubarshi,63,KZ,1587235267,49,48.59,57.19,52.86,7.72
538,santa catarina de tepehuanes,95,PH,1587235835,79,17.49,120.43,77.77,1.5
539,antofagasta,20,CL,1587235289,64,-23.65,-70.4,68.0,12.75
540,tigil,100,RU,1587235835,96,57.8,158.67,25.84,9.64
541,ocean springs,90,US,1587235686,70,39.9,-74.22,48.99,10.29
542,marathon,1,US,1587235836,32,44.9,-89.77,55.4,17.22
543,manzanillo,4,CU,1587235836,36,20.34,-77.12,92.57,4.41
544,mahibadhoo,15,MV,1587235836,74,3.78,72.97,85.77,8.25
545,uruacu,100,BR,1587235836,72,-14.52,-49.14,78.26,2.04
546,moerai,100,PF,1587235836,77,-22.43,-151.33,80.22,9.04
547,vega de alatorre,1,US,1587235836,42,35.24,-102.43,66.2,17.22
548,labuhan,70,ID,1587235836,82,-6.88,112.21,79.86,1.1
549,buraydah,50,SA,1587235836,54,26.33,43.98,78.8,19.46
550,shelburne,49,CA,1587235837,44,44.08,-80.2,46.99,15.88
551,komsomolskiy,6,UZ,1587235301,47,40.43,71.72,59.0,6.93
552,zemio,39,CF,1587235837,65,5.03,25.14,75.29,3.4
553,dalvik,90,IS,1587235509,57,65.97,-18.53,50.0,49.44
554,sao gabriel da cachoeira,30,IN,1587235837,19,20.51,76.21,89.26,10.18
555,mangrol,0,IN,1587235837,63,21.12,70.12,81.91,13.35
